3514	3525	5	14	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
4382	4498	5	16	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
4382	4590	5	16	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
4824	4836	5	17	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
5563	5574	8	22	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
5563	5574	8	22	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
6431	6547	8	24	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
6431	6547	8	24	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
6431	6639	8	24	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
6431	6639	8	24	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
6873	6885	8	25	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
6873	6885	8	25	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
7612	7623	11	30	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
7612	7623	11	30	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
7612	7623	11	30	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8480	8596	11	32	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8480	8596	11	32	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8480	8596	11	32	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8480	8688	11	32	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8480	8688	11	32	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8480	8688	11	32	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8922	8934	11	33	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8922	8934	11	33	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
8922	8934	11	33	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
9661	9672	14	38	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
9661	9672	14	38	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
9661	9672	14	38	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
9661	9672	14	38	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10645	14	40	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10645	14	40	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10645	14	40	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10645	14	40	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10737	14	40	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10737	14	40	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10737	14	40	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10529	10737	14	40	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10971	10983	14	41	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10971	10983	14	41	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10971	10983	14	41	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
10971	10983	14	41	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
11710	11721	17	46	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
11710	11721	17	46	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
11710	11721	17	46	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
11710	11721	17	46	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
11710	11721	17	46	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12694	17	48	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12694	17	48	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12694	17	48	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12694	17	48	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12694	17	48	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12786	17	48	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12786	17	48	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12786	17	48	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12786	17	48	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
12578	12786	17	48	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13020	13032	17	49	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13020	13032	17	49	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13020	13032	17	49	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13020	13032	17	49	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13020	13032	17	49	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13759	13770	20	54	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13759	13770	20	54	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13759	13770	20	54	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13759	13770	20	54	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13759	13770	20	54	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
13759	13770	20	54	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14743	20	56	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14743	20	56	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14743	20	56	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14743	20	56	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14743	20	56	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14743	20	56	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14835	20	56	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14835	20	56	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14835	20	56	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14835	20	56	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14835	20	56	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
14627	14835	20	56	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15069	15081	20	57	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15069	15081	20	57	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15069	15081	20	57	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15069	15081	20	57	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15069	15081	20	57	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15069	15081	20	57	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
15808	15819	23	62	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16792	23	64	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
16676	16884	23	64	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17118	17130	23	65	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	20841	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
17857	17868	26	70	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	20841	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18841	26	72	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	20841	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
18725	18933	26	72	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	20841	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
19167	19179	26	73	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	20627	26	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	20841	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20205	20243	29	79	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	20580	26	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	20634	26	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	20794	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	20848	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21008	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21062	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21222	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21276	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21436	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21490	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21650	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21704	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21864	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	21918	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	22078	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	22132	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	22292	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20229	20243	29	79	22346	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	20627	26	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	20841	23	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	21055	20	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	21269	17	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	21483	14	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	21697	11	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	21911	8	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	22125	5	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
20327	20335	29	79	22339	2	79	0x2859075568090053257182002213755654018067	0x2859075568090053257182002213755654018067
